paper_id,number_entities,year,ee,dblpkey,journal,title,type,entities_array
conf_trec_FerresKDGAFRST05,72,2005,http://trec.nist.gov/pubs/trec14/papers/upolitecnicade-catalunya.qa.pdf,conf_trec_FerresKDGAFRST05,TREC,'TALP-UPC_at_TREC_2005:_Experiments_Using_a_Voting_Scheme_Among_Three_Heterogeneous_QA_Systems.',inproceedings,Lexical Chains (;Answer Extraction phase;Factoid Answer Extraction;Semantic Constraints Set;AQUAINT;Answer Selection After;Question Classification subsystem;Question Classification module;Aranea;Answer Selection (;Lucene;TREC;LCSUM System LCSUM;Question Answering (;Named Entity Recognition;Question Answering system;Lucene Information Retrieval;TALP-QA;Candidates Extraction module;Aranea TALP-QA is;Question Answering Task;LCSUM;Document Ranking tasks;Question Processing The;Question Answering system;Answer Selection (;Factoid Answer Extraction;Question Classification subsystem;Semantic Constraints Set;Question Answering Task;Candidates Extraction module;Question Classification module;Document Ranking tasks;Lucene;Question Answering (;LCSUM;LCSUM System LCSUM;TREC;Aranea TALP-QA is;TALP-QA;AQUAINT;Answer Selection After;Answer Extraction phase;Lucene Information Retrieval;Question Processing The;Named Entity Recognition;Lexical Chains (;Aranea;Lucene;Answer Selection (;Question Answering Task;LCSUM;Question Answering (;TREC;Factoid Answer Extraction;AQUAINT;Named Entity Recognition;Document Ranking tasks;LCSUM System LCSUM;Aranea TALP-QA is;Semantic Constraints Set;Question Answering system;Question Classification subsystem;Answer Extraction phase;TALP-QA;Lucene Information Retrieval;Aranea;Answer Selection After;Candidates Extraction module;Question Processing The;Lexical Chains (;Question Classification module
conf_trec_SmeatonO02,69,2002,http://trec.nist.gov/pubs/trec11/papers/VIDEO.OVER.pdf,conf_trec_SmeatonO02,TREC,'The_TREC-2002_Video_Track_Report.',inproceedings,"TREC Video Track;CLIPS;support vector machine;Support Vector Machine;INSA;TREC;MPEG-1;NIST;Maximum Entropy classifier;QBICstyle;France;John Garofolo and;Color Moment (;SVM-based;ASR-data;RMIT;Internet Archive data;Ramazan Taban ,;Maximum Entropy A;Feature Extraction results;MPEG;MPEG-7;Maryland;RMIT;TREC Video Track;support vector machine;Maximum Entropy A;Maximum Entropy classifier;MPEG;Support Vector Machine;MPEG-7;Color Moment (;Internet Archive data;CLIPS;TREC;France;QBICstyle;John Garofolo and;Ramazan Taban ,;ASR-data;SVM-based;NIST;MPEG-1;Feature Extraction results;Maryland;INSA;John Garofolo and;SVM-based;MPEG-1;Maximum Entropy A;INSA;TREC;Feature Extraction results;Maximum Entropy classifier;RMIT;MPEG;ASR-data;QBICstyle;NIST;Color Moment (;Maryland;TREC Video Track;CLIPS;Support Vector Machine;MPEG-7;France;support vector machine;Ramazan Taban ,;Internet Archive data"
conf_trec_Voorhees02,69,2002,http://trec.nist.gov/pubs/trec11/papers/OVERVIEW.11.pdf,conf_trec_Voorhees02,TREC,'Overview_of_TREC_2002.',inproceedings,Reuters;Interactive Retrieval Track;DOCNOs;CLEF;Question Answering Track;Sabir Research TREC;TREC;TREC-3;Retrieval Information retrieval;Waterloo;Defense Advanced Research;MSNSearch;NIST;Question Answering (;CLIR;Standards;SGML;Accurate Retrieval from;Virginia Tech The;CSIRO;Interactive Retrieval at;Congressional Record were;Robust Retrieval track;CLIR;Robust Retrieval track;Question Answering Track;Waterloo;Retrieval Information retrieval;Reuters;CLEF;Question Answering (;SGML;Interactive Retrieval Track;Standards;TREC;CSIRO;Sabir Research TREC;Congressional Record were;MSNSearch;TREC-3;DOCNOs;Accurate Retrieval from;NIST;Interactive Retrieval at;Defense Advanced Research;Virginia Tech The;CLEF;Accurate Retrieval from;Interactive Retrieval at;CLIR;Reuters;Question Answering (;TREC;Retrieval Information retrieval;SGML;Virginia Tech The;Robust Retrieval track;Congressional Record were;TREC-3;Question Answering Track;Defense Advanced Research;NIST;MSNSearch;Sabir Research TREC;Waterloo;DOCNOs;Standards;Interactive Retrieval Track;CSIRO
conf_trec_Tomlinson01,69,2001,http://trec.nist.gov/pubs/trec10/papers/HumTREC2001.pdf,conf_trec_Tomlinson01,TREC,'Hummingbird_SearchServer_at_TREC_2001.',inproceedings,Arabic;SearchServer;CLEF;TREC;TREC-9;NIST;WordPerfect;SQLFetch;SGML;HTML;Unicode;Fulcrum Technologies Document;Statistical Relevance Ranking;Okapi Query Stop;German;UNIX;FTDF;ODBC;North American Windows;TRAILER;Finnish;PARSER;UTF-8;FTDF;HTML;PARSER;TRAILER;SearchServer;North American Windows;UTF-8;Okapi Query Stop;Finnish;Unicode;German;CLEF;Statistical Relevance Ranking;SGML;SQLFetch;TREC;UNIX;WordPerfect;ODBC;TREC-9;Arabic;NIST;Fulcrum Technologies Document;CLEF;SQLFetch;Statistical Relevance Ranking;German;TREC;TREC-9;SGML;FTDF;Finnish;North American Windows;PARSER;UNIX;Fulcrum Technologies Document;HTML;Okapi Query Stop;NIST;Arabic;ODBC;WordPerfect;TRAILER;UTF-8;SearchServer;Unicode
conf_trec_WuHNGXF01,69,2001,http://trec.nist.gov/pubs/trec10/papers/FDUT10NoteBook.pdf,conf_trec_WuHNGXF01,TREC,"'FDU_at_TREC-10:_Filtering,_QA,_Web_and_Video_Tasks.'",inproceedings,"Logarithm Mutual Information;Camera Motion by;Mutual Information means;Automatic Speech Recognition;Video Retrieval System;Question Experiment results;Question Answering ,;Question Answering In;Topic Detection and;China;Question Answering module;NIST;Question Processing module;Topic Detection comes;Mutual Information higher;Question Answering It;Vector Quantization (;HTML;Query Formation First;Topic Index Document;Motion Vectors obtained;MPEG;Question Processing The;HTML;Logarithm Mutual Information;Query Formation First;Question Answering ,;Question Answering In;China;Motion Vectors obtained;Topic Detection and;Topic Detection comes;MPEG;Mutual Information higher;Question Experiment results;Mutual Information means;Question Answering It;Camera Motion by;Automatic Speech Recognition;Question Answering module;Video Retrieval System;NIST;Question Processing The;Vector Quantization (;Question Processing module;Topic Index Document;China;Motion Vectors obtained;Mutual Information higher;Camera Motion by;Automatic Speech Recognition;Vector Quantization (;Mutual Information means;Question Experiment results;Question Processing module;MPEG;HTML;Topic Detection comes;Logarithm Mutual Information;NIST;Question Answering It;Query Formation First;Question Answering In;Topic Index Document;Topic Detection and;Question Answering ,;Question Processing The;Question Answering module;Video Retrieval System"
conf_vldb_KrishnaprasadLMWAK04,69,2004,http://www.vldb.org/conf/2004/IND5P1.PDF,conf_vldb_KrishnaprasadLMWAK04,VLDB,'Query_Rewrite_for_XML_in_Oracle_XML_DB.',inproceedings,SQLX-Bucky;XATG;XMLConcat;TREAT;XPath;XMLForest;XMLdata;OATG;XAGG Algebraic rules;XMLType;ExistsNode;NULL;UMKXML;XMLElement;Extractvalue;XMark;XMLElement Algebraic rules;XPath Predicates XPath;MKXML;Merging Relational view;CLOB;Object Relational Algebra;Oracle;XMLElement;XMark;Object Relational Algebra;OATG;XATG;NULL;ExistsNode;Merging Relational view;XAGG Algebraic rules;XMLConcat;XMLForest;XMLType;XMLdata;UMKXML;MKXML;SQLX-Bucky;XPath Predicates XPath;CLOB;TREAT;XPath;XMLElement Algebraic rules;Extractvalue;Oracle;XMLElement Algebraic rules;NULL;TREAT;Merging Relational view;SQLX-Bucky;XAGG Algebraic rules;MKXML;OATG;XMLConcat;XMLElement;XMark;UMKXML;XATG;ExistsNode;Oracle;XMLForest;CLOB;XPath Predicates XPath;Object Relational Algebra;XMLType;XPath;Extractvalue;XMLdata
conf_trec_KanoulasHCCS11,66,2011,http://trec.nist.gov/pubs/trec20/papers/SESSION.OVERVIEW.2011.pdf,conf_trec_KanoulasHCCS11,TREC,'Overview_of_the_TREC_2011_Session_Track.',inproceedings,Nootropia;Session Type method;WILDCAT;Massachusetts;TREC;Delaware;TREC Question Answering;Essex;BOSS;Correlations Between Evaluation;NIST;UMASS Amherst CIIR;DUTIR;RMIT;Pittsburg;Question Answering track;URLs;Sciences;Wikipedia;Technology;Hardees;Question Answering topic;RMIT;TREC Question Answering;Massachusetts;Sciences;Wikipedia;Delaware;Nootropia;BOSS;Technology;DUTIR;Hardees;Question Answering track;TREC;Correlations Between Evaluation;WILDCAT;Essex;Question Answering topic;Session Type method;NIST;Pittsburg;URLs;UMASS Amherst CIIR;Delaware;UMASS Amherst CIIR;DUTIR;Essex;Sciences;Technology;Session Type method;TREC Question Answering;Nootropia;TREC;Massachusetts;Question Answering track;RMIT;WILDCAT;URLs;NIST;Wikipedia;BOSS;Question Answering topic;Hardees;Correlations Between Evaluation;Pittsburg
conf_trec_WuHGLZ00,66,2000,http://trec.nist.gov/pubs/trec9/papers/FduT9Report.pdf,conf_trec_WuHGLZ00,TREC,"'FDU_at_TREC-9:_CLIR,_Filtering_and_QA_Tasks.'",inproceedings,"Recall Question Answering;Mutual Information means;Boolean Information Retrieval;Fudan Question Answering;Quoted Part Search;TREC;MRAR;China;TREC-9;OHSU;Yaqian Zhou ,;CLIR;Mutual Information higher;Query Translation The;Window Searcher Among;Knowledge Source Construction;Systems Group in;OODs;Because Chinese is;Question Analyzer attempts;Single Word Search;Chinese;MRAR;CLIR;OODs;China;Because Chinese is;OHSU;Mutual Information higher;Question Analyzer attempts;Systems Group in;Query Translation The;Single Word Search;Window Searcher Among;Quoted Part Search;Recall Question Answering;Mutual Information means;TREC;Knowledge Source Construction;Fudan Question Answering;Yaqian Zhou ,;Boolean Information Retrieval;TREC-9;Chinese;Query Translation The;Boolean Information Retrieval;China;Mutual Information higher;Window Searcher Among;Fudan Question Answering;Chinese;CLIR;Quoted Part Search;Mutual Information means;Knowledge Source Construction;TREC-9;TREC;Systems Group in;Question Analyzer attempts;Yaqian Zhou ,;OHSU;OODs;Single Word Search;Because Chinese is;Recall Question Answering;MRAR"
conf_vldb_BrownS95,66,1995,http://www.vldb.org/conf/1995/P720.PDF,conf_vldb_BrownS95,VLDB,'BigSur:_A_System_For_the_Management_of_Earth_Science_Data.',inproceedings,UCSB;ICESS;TeraScan;Client Applications EOSDIS;California;ORDBMS;ODBC;NASA;RDBMS;Atmospheric Administration (;BigSurObject;ScientificArray;EOSDIS;DBMSs;Spatial Archive and;Planet Earth (;DBMS;Illustra DBMS and;AVHRR;BigSur;Eager;Illustra;NASA;AVHRR;Planet Earth (;Atmospheric Administration (;DBMSs;RDBMS;ODBC;DBMS;TeraScan;Client Applications EOSDIS;ScientificArray;EOSDIS;Spatial Archive and;ORDBMS;BigSur;ICESS;Eager;Illustra DBMS and;California;Illustra;UCSB;BigSurObject;Atmospheric Administration (;BigSur;Eager;Spatial Archive and;California;UCSB;Illustra DBMS and;NASA;BigSurObject;Illustra;AVHRR;TeraScan;RDBMS;ORDBMS;ICESS;ScientificArray;DBMS;EOSDIS;ODBC;DBMSs;Client Applications EOSDIS;Planet Earth (
conf_vldb_LingatCR88,66,1988,http://www.vldb.org/conf/1988/P206.PDF,conf_vldb_LingatCR88,VLDB,'Rapid_Application_Prototyping_the_PROQUEL_Language.',inproceedings,Information System design;INGRES;dynamic transitions which;Event Processor allows;Application Development Using;PASCAL;RUBIS Implementation Certain;EXEC;RUBIS;ABORT;Rubis Virtual Machine;PROQUBL;DBMS;R-Schema;PROQUEL;YACC;TRIGGER;LOAN;PROQUEL Interpreter is;DATE;dynamic;Software Development Prototyping;RUBIS Implementation Certain;LOAN;DATE;YACC;PROQUEL;Information System design;ABORT;TRIGGER;Application Development Using;DBMS;EXEC;Software Development Prototyping;Event Processor allows;R-Schema;dynamic;RUBIS;PROQUBL;PASCAL;Rubis Virtual Machine;PROQUEL Interpreter is;INGRES;dynamic transitions which;R-Schema;PROQUEL;DATE;Event Processor allows;Application Development Using;TRIGGER;EXEC;INGRES;Information System design;RUBIS;RUBIS Implementation Certain;PASCAL;PROQUEL Interpreter is;Software Development Prototyping;dynamic transitions which;PROQUBL;DBMS;ABORT;Rubis Virtual Machine;YACC;dynamic;LOAN
